User ID,name,Gender,Age,EstimatedSalary,Purchased
12930,Amy Love,Male,48,9472,1
12931,Ashley Horne,Female,49,107538,1
12932,Elizabeth Smith,Male,34,96594,1
12933,William Smith,Female,21,111445,1
12934,Phillip Jacobs,Male,37,8014,0
12935,Joshua Adams,Female,59,72605,0
12936,Vincent Wilson,Female,38,109524,1
12937,Emily Miller,Male,21,16748,0
12938,Marisa Fry,Female,23,113954,1
12939,Sheena Clark,Female,43,59839,0
12940,Jacob Mora,Male,46,56365,1
12941,Tamara Sharp,Male,54,146277,1
12942,Shawn Romero,Female,58,54927,1
12943,Andre Fox,Female,30,75427,1
12944,Walter Molina,Female,22,88693,0
12945,Michelle Baker,Male,21,124973,0
12946,Michele Garcia,Female,24,78502,-1
12947,Matthew Hall,Male,41,148421,0
12948,Cassandra Cooper,Male,42,69037,0
12949,Thomas Murray,Male,20,80453,0
12950,Karen Acevedo,Female,31,33333,1
12951,Karen Beard,Male,46,88098,1
12952,Michael Washington,Female,57,60847,1
12953,Jason Fitzpatrick,Female,23,105837,1
12954,Kelsey Baker,Male,35,128058,1
12955,Richard Klein,Female,49,126621,1
12956,Eric Jensen,Female,47,55350,1
12957,April Atkins,Male,59,19249,1
12958,Stacey Morgan,Female,49,21358,0
12959,Cheryl Johnson,Female,49,68331,1
12960,Brian Vincent,Female,37,78700,1
12961,Hannah Soto,Female,24,88966,1
12962,Kim Sanchez,Female,55,54511,-1
12963,Lisa Garcia,Female,22,105890,0
12964,Patricia Flores,Female,23,24617,1
12965,Daniel Johnson,Male,30,56277,1
12966,Heather Hubbard,Female,55,93730,0
12967,James Whitehead,Female,49,145386,0
12968,Robert Potts,Female,29,141334,1
12969,Jacob Miller,Female,29,50689,0
12970,Sarah West,Male,46,123532,1
12971,Gabrielle Smith,Male,45,36686,0
12972,Donna Howard,Male,35,62616,1
12973,Matthew Cruz,Male,22,17647,1
12974,James Smith,Male,39,74864,1
12975,Amy Wall,Male,50,35409,1
12976,Kelly Cole,Female,38,37565,0
12977,William Armstrong,Female,27,81100,1
12978,Marie Hayes,Male,58,145117,0
12979,Michael Ortega,Female,24,107355,0
12980,Yolanda Johnson,Female,40,79814,0
12981,Richard Joseph,Male,26,69736,0
12982,Michael Jenkins,Female,49,117335,0
12983,Nicholas Willis,Female,41,136974,0
12984,Diamond Walls,Female,59,27656,0
12985,Adam Phillips,Female,36,36774,1
12986,Andrea Mcdonald,Female,28,26974,1
12987,Joseph Parker,Male,44,87147,1
12988,Jeremy Hart,Male,43,146260,1
12989,Erik Patel,Male,58,84432,0
12990,Richard Gallagher,Male,55,28784,1
12991,Eric Howard,Female,43,112308,0
12992,Antonio Rivera,Female,34,98842,1
12993,Shawn Rhodes,Male,57,9654,0
12994,Lindsey Gonzalez,Female,47,64739,0
12995,Virginia Solomon,Female,58,138316,1
12996,Tricia Carlson,Male,20,42920,0
12997,Mr. Thomas Trujillo,Female,48,88041,1
12998,Mr. Benjamin Davidson,Male,41,74840,0
12999,Gregory Gibbs,Female,34,119713,0
13000,Frank Hunt,Male,57,68205,1
13001,Rebecca Lozano,Female,21,131267,0
13002,Jerry Mcclure,Female,45,72154,1
13003,Gabrielle Gonzalez,Female,53,76025,0
13004,Eric Morris,Male,44,98448,1
13005,Heather Moore,Male,31,63367,1
13006,Sharon Cox,Female,21,29819,-1
13007,Bethany Hopkins,Male,42,142181,0
13008,Kevin Khan,Female,58,117518,1
13009,Nicole Cardenas,Female,37,85740,1
13010,Stephanie Rose,Male,53,64645,0
13011,Laura Clements DVM,Male,51,97651,1
13012,Tracy Boyd,Female,55,126341,-1
13013,Nicole Coleman,Male,57,87488,1
13014,Gary Sims,Male,45,120020,1
13015,Amanda Rowe,Male,54,41303,1
13016,Jonathan Jennings,Male,28,127322,0
13017,Carlos Barton,Male,52,140478,0
13018,William Lee,Male,46,98218,1
13019,Donna Duran,Female,42,41127,0
13020,Scott Ray,Male,47,29271,1
13021,Sandra Allen,Female,44,54488,0
13022,Courtney Bailey,Female,26,45331,0
13023,Jamie Miller,Male,28,26480,0
13024,Dr. Caitlin Bullock,Male,26,17262,0
13025,Michele Carter,Male,53,98127,1
13026,Rachel Cunningham,Female,50,87602,0
13027,William Smith,Female,40,67320,0
13028,Alex Tucker,Female,52,81743,1
13029,Susan Tucker,Female,56,146984,0
13030,Tamara Freeman,Male,57,111057,-1
13031,Brenda Scott,Female,51,24384,0
13032,Benjamin Hines,Female,24,9825,1
13033,Jared Rhodes,Female,45,25089,1
13034,Michael Stone,Male,54,54178,0
13035,Christopher Silva,Male,27,86701,1
13036,Evan Ortiz,Male,31,79891,0
13037,Leslie Barnes,Female,33,64141,0
13038,Michael Williams,Male,51,123737,0
13039,William Jones,Male,37,69912,1
13040,Martin Sweeney,Male,20,57196,0
13041,Dr. Jeffrey Williams,Female,59,84015,1
13042,Shane Tyler,Female,52,138187,-1
13043,Heather Burns,Female,22,144998,0
13044,Dawn Rice,Female,36,12993,0
13045,Paige Sparks,Male,38,43711,0
13046,Alison Scott,Male,41,67747,1
13047,Ronald Schneider,Male,20,67821,0
13048,Jacqueline Schultz,Female,26,123878,0
13049,Sean David PhD,Female,29,77216,0
13050,Terri Hahn,Female,50,80712,1
13051,Kimberly Alvarez,Female,20,131397,1
13052,John Walter,Male,35,100593,0
13053,Stephanie Bowman,Male,20,29302,0
13054,Ryan Valentine,Female,20,128790,1
13055,Charles Choi,Male,20,122099,1
13056,Robert Howard,Female,54,82052,1
13057,Phillip Weaver,Female,22,142335,0
13058,Jerry Crawford,Female,41,70856,-1
13059,Katie Durham,Male,48,28682,0
13060,Brian Kelley,Male,30,145152,0
13061,Melissa Garcia,Male,40,131920,0
13062,Zachary Wagner,Female,41,23922,0
13063,Sarah Torres,Male,49,86314,0
13064,Anthony Lee,Male,33,97646,1
13065,John Moss,Male,42,34890,0
13066,Katrina Smith,Male,50,84042,0
13067,Linda Lee,Male,29,38558,1
13068,Craig Cox,Female,58,55349,0
13069,Ashley Cross,Male,54,75931,-1
13070,Bonnie Pacheco,Male,56,94417,1
13071,Travis Stevens,Male,20,73672,0
13072,Dr. Monica Edwards MD,Female,43,131438,0
13073,Rachel Evans,Female,48,77140,0
13074,Jonathan Baldwin,Male,47,57125,1
13075,Andrew Pierce,Male,54,21563,1
13076,Angela Ware MD,Female,27,43342,0
13077,Seth Wagner,Male,29,64531,0
13078,Marc Gonzalez,Male,50,58392,1
13079,Tanya Hudson,Male,47,59123,0
13080,Stephen Bates,Male,26,121995,1
13081,Jaime Newton,Female,27,41997,1
13082,Sarah Lam,Male,31,86064,0
13083,Kristen Hernandez,Female,38,33156,0
13084,Derrick Perkins,Female,33,77689,0
13085,Lori Rodriguez,Female,47,137866,0
13086,Brian Miller,Female,49,34430,0
13087,Elizabeth Black,Female,23,136700,0
13088,Allison Brewer,Male,40,67352,1
13089,Heidi Powers,Male,38,84845,1
13090,Sherry Rasmussen,Male,36,62314,1
13091,Peter Adams,Male,37,119389,0
13092,Stephanie Lee,Female,31,29101,1
13093,Lisa Ortiz,Female,26,108658,1
13094,Eric Sweeney,Female,55,121459,0
13095,Felicia Eaton,Female,44,31799,0
13096,Kerry Meza,Female,59,86442,0
13097,Juan Haley,Male,38,114384,1
13098,James Martin,Male,21,126038,0
13099,Justin Gill,Female,24,131442,0
13100,Michael Ellis,Male,34,95357,0
13101,Jose Howard,Male,29,74114,1
13102,Chloe Simpson,Male,39,90295,1
13103,Morgan Ramos,Female,34,124957,0
13104,Melanie Brown,Male,33,14829,0
13105,Kathryn Dodson,Male,37,22561,0
13106,Kathryn Hines,Female,47,26986,0
13107,Joseph Brown,Male,37,81373,1
13108,Teresa Reid,Male,23,117003,0
13109,Sabrina Dominguez,Male,43,8825,1
13110,Rebecca Maxwell,Male,40,49042,1
13111,Melissa Johnston,Female,27,22334,1
13112,Denise Jensen,Male,26,97677,1
13113,Brianna Holland,Male,40,119291,1
13114,Michael Greene,Male,45,149731,0
13115,Eric Wise,Male,24,16739,0
13116,Sheila Owen,Male,40,46075,0
13117,Christopher Hamilton,Female,39,59360,1
13118,Zachary Odonnell,Female,52,70300,1
13119,Bryan Erickson,Male,28,101870,0
13120,Chase Lane,Female,38,86115,1
13121,Edward Barnes,Male,45,130197,0
13122,Steven Hill,Male,28,52832,0
13123,Julie Stanley,Male,41,21546,1
13124,Timothy Schmidt,Male,36,52348,1
13125,Aaron Campbell,Female,40,47863,1
13126,Allison Morales,Male,35,142202,1
13127,Eric Williams,Female,56,22286,0
13128,Adam Stephens,Male,45,71868,0
13129,Paul Baker,Female,42,111174,1
13130,Jon Robbins,Female,36,51188,0
13131,Dale Berg,Female,48,49912,0
13132,Mr. Thomas Lang,Male,22,103604,0
13133,Noah Moore,Female,41,66329,1
13134,Russell Oliver,Male,55,53900,0
13135,Erica Snyder,Male,48,137109,-1
13136,Jeffrey Jordan,Female,59,106441,0
13137,Nancy Miller,Female,31,53654,0
13138,Billy Aguirre,Female,32,142929,0
13139,Christina Fry,Female,27,121027,0
13140,Lee Lewis,Male,45,17342,0
13141,Christopher Davis PhD,Male,47,11593,1
13142,Ms. Lisa Montgomery DDS,Male,26,141687,0
13143,Charles Greer,Female,38,68573,0
13144,Bryan Jones,Female,53,79388,1
13145,Shawn Stark,Male,21,125303,0
13146,Eric Brooks,Male,36,132434,0
13147,Denise Sanchez,Male,24,63130,1
13148,Adam Trevino,Female,23,34146,1
13149,Lisa Williams,Female,50,17852,0
13150,Michael Casey,Female,31,141620,1
13151,Marc Garcia,Male,27,105878,1
13152,Christopher Edwards,Female,47,17464,0
13153,Robert Edwards,Male,58,95638,0
13154,Andrew Cruz,Male,34,58557,1
13155,Kelly Garcia,Male,29,36422,1
13156,William Martinez,Female,54,40257,1
13157,Brent Nicholson,Female,38,16287,1
13158,Jennifer Richardson,Male,37,127572,0
13159,Jessica Beard,Female,38,140231,1
13160,John Bean,Female,31,95521,1
13161,Michael Lewis,Male,41,135418,0
13162,Jennifer Small,Female,54,15242,0
13163,Angela Johnson,Male,20,135256,0
13164,Tony Sandoval,Male,25,131338,0
13165,Kevin Reyes,Male,40,141487,0
13166,Jerome Simpson,Female,47,65388,0
13167,Laura Barber,Male,31,17783,0
13168,Kathryn Harris,Male,21,30995,1
13169,Amanda Buck,Female,34,149349,0
13170,Michael Larsen,Male,22,52172,1
13171,Barbara Reed,Female,32,101877,1
13172,Courtney Freeman,Male,26,33057,0
13173,Michelle Lee,Female,36,44505,1
13174,Jessica Mueller,Male,45,79106,0
13175,Madison Sandoval,Female,53,146013,1
13176,Wanda Johns,Male,54,18311,0
13177,Patrick Arnold,Female,32,84621,0
13178,Joanne Morrison,Female,39,39758,0
13179,David Barnes,Male,21,23982,1
13180,Ashley Davis,Female,59,22283,0
13181,Elizabeth Williams,Male,27,144287,-1
13182,Preston Moore,Female,47,36516,1
13183,Ronald Murray,Male,38,80119,0
13184,Julia Macias,Male,58,21934,0
13185,Heather Medina,Male,57,101337,0
13186,Keith Smith,Male,32,31517,0
13187,Jasmine Baker,Male,45,78063,1
13188,Stacy Scott,Male,40,128263,0
13189,Destiny Barrett,Male,48,14913,0
13190,John Miller,Male,52,10311,-1
13191,Jared Robertson,Male,34,129539,0
13192,Terry Woodward,Male,32,20327,0
13193,Emily Lowery,Male,30,25714,0
13194,Dwayne Harris,Male,20,76890,-1
13195,Crystal Bell,Male,37,134614,0
13196,Chad Ellis,Female,46,92684,0
13197,Cynthia Richardson,Male,57,111624,1
13198,Christine Middleton,Male,49,141269,0
13199,Jill Hernandez,Female,37,15491,1
13200,Brian Gonzales,Female,48,137253,0
13201,April Bright,Female,47,61010,0
13202,Charles Warren,Male,59,9384,1
13203,Gail Madden,Female,52,11106,0
13204,Allison Cervantes,Male,53,117551,1
13205,Hannah Torres,Female,50,15335,0
13206,Sean Berry,Female,46,37611,0
13207,Brandon Evans,Male,22,139097,0
13208,Melanie Ashley,Female,48,130071,1
13209,Julian Collier,Male,38,131735,0
13210,Dr. Kristen Johnson,Male,40,51502,1
13211,Jeremiah Cook,Female,45,60621,0
13212,Andrea Hurley,Female,24,20151,0
13213,Caitlyn Hudson,Male,58,54434,0
13214,Darren Walker,Female,24,35834,0
13215,Dwayne Pena,Female,34,22507,0
13216,Joseph Molina,Male,46,91702,1
13217,Daniel Jimenez,Female,54,28794,1
13218,Aaron Rose,Female,37,138506,0
13219,Catherine Burke,Female,25,11722,1
13220,Donna Reynolds,Male,51,59705,0
13221,Matthew Mcconnell,Male,29,18544,1
13222,Hannah Lutz,Female,59,104489,0
13223,Kimberly Hampton DDS,Female,32,11813,0
13224,Darrell Foster,Female,28,20041,0
13225,Brandy Boyle,Male,45,118920,0
13226,Richard Pena,Male,38,101694,1
13227,Andrew Larson,Female,30,108901,1
13228,David Stewart,Male,52,148485,0
13229,Darren Ortiz,Female,54,128955,0
13230,Brett Smith,Male,50,128249,0
13231,Kelly Jones,Female,58,47808,0
13232,Ryan Douglas,Female,46,123156,1
13233,Dawn Williams,Female,40,78363,0
13234,Amanda Dickson,Female,31,103163,1
13235,Felicia Bowman,Female,50,30341,0
13236,Kiara Jimenez MD,Female,52,50016,0
13237,James White,Male,36,69827,0
13238,Matthew Dunn,Male,58,131518,1
13239,Brian Flores,Male,49,34802,-1
13240,Sara Garrett,Female,44,100314,1
13241,Amy Escobar,Female,39,129583,0
13242,Alyssa Wallace,Male,49,147965,1
13243,Eric Farley,Male,28,88958,0
13244,Roy Dyer,Male,31,9786,0
13245,David Galvan,Male,59,128030,0
13246,Christopher Barton,Female,41,31446,1
13247,Anthony Mccoy,Female,23,61674,0
13248,Jackie Clayton,Female,50,43760,1
13249,Justin Smith,Male,39,133616,1
13250,Amanda Mcfarland,Female,44,95236,0
13251,Mrs. Ashley Cohen DDS,Female,34,100884,1
13252,Alexander Bailey,Male,22,112117,1
13253,Kimberly Williams,Female,56,75360,0
13254,Austin Craig,Female,23,53790,-1
13255,John Miller,Female,25,123445,1
13256,Katherine Archer,Female,56,27554,1
13257,Whitney Ryan,Male,25,68537,1
13258,Jessica Gomez,Male,29,143058,1
13259,Jasmine Obrien,Female,28,81670,1
13260,Edward Hernandez,Female,45,132780,1
13261,Jeff Bond,Female,31,134282,1
13262,Cheryl Tran,Male,25,97342,1
13263,Donna Cortez,Female,58,17107,1
13264,Patrick Hill,Female,53,123897,-1
13265,Andrew Barnes,Female,39,55572,1
13266,David Fisher,Male,37,92464,1
13267,Mary Reed,Female,36,109812,0
13268,Chelsea Hudson,Female,59,60081,0
13269,Julia Patton,Male,20,45640,1
13270,Benjamin Kemp,Female,39,18779,-1
13271,Eric Williams,Female,34,89690,1
13272,Samantha Blair,Female,21,85131,0
13273,Veronica Hodges,Male,48,127953,1
13274,Gina Hill,Male,30,138978,-1
13275,Kathryn Kim,Female,49,79539,1
13276,Claire Roberson,Female,46,64648,0
13277,Kevin Kim,Male,20,56039,1
13278,Eric Turner,Male,27,15830,0
13279,Corey Donovan,Male,31,111060,1
13280,Connor Calderon,Male,27,148852,0
13281,John Moore,Female,54,72961,1
13282,Oscar Martinez,Male,40,75837,1
13283,Carolyn Wolf,Male,55,111133,1
13284,Elizabeth Grimes,Male,29,130350,0
13285,Alexandria Davis,Female,54,114957,0
13286,Jennifer Ross,Male,29,70670,1
13287,Andrea Moody,Female,47,18870,1
13288,Michael Olson,Male,32,37731,0
13289,Angela Perez,Female,56,122616,1
13290,Christopher Taylor,Female,23,69926,1
13291,Tracy Green,Male,36,84470,0
13292,Felicia Medina,Male,51,82320,1
13293,Zachary Cohen,Male,56,91112,1
13294,Billy Haynes,Male,36,69581,1
13295,Dr. Patrick Wagner,Male,26,83141,1
13296,Scott Fox,Female,26,137109,0
13297,Edward Jones,Male,32,98771,1
13298,Zachary Johnson,Male,55,27090,1
13299,Joseph Lamb,Female,24,61816,0
13300,Jesse Underwood,Female,44,46900,1
13301,Cesar Harper,Male,38,43817,0
13302,Miss Kimberly Carey,Male,27,67086,1
13303,Mitchell Swanson,Male,43,61812,1
13304,Natalie Erickson,Female,31,69173,0
13305,Travis Knox,Female,36,147903,0
13306,Joseph Morrow,Male,57,60525,1
13307,Mario Mcdaniel,Female,20,34238,1
13308,Luis Sanchez,Female,44,35405,0
13309,Jeffrey Delgado,Male,52,66651,0
13310,William Brown,Male,35,102580,1
13311,Travis Harris,Female,35,32629,0
13312,Mark Jacobs,Female,51,10719,0
13313,Tanner Wiley,Male,33,27966,1
13314,Jonathan Jenkins,Female,54,66520,0
13315,John Rodgers,Female,24,74175,0
13316,Gabriel Brown,Female,39,87643,1
13317,Richard Patterson,Female,27,28567,0
13318,Kerry Ford,Male,54,69881,0
13319,Aaron King,Female,44,146847,0
13320,Kristine Garrett,Male,53,107697,1
13321,Angela Kramer,Female,47,12715,-1
13322,Ann Kelly,Female,24,106189,1
13323,Alexandra Moreno,Male,56,137131,1
13324,Kimberly Barton,Female,20,34073,1
13325,Julie Phillips,Male,22,82851,0
13326,Judy Reyes,Female,28,139213,1
13327,Courtney Huber,Male,51,46634,0
13328,Lindsay Barnett,Male,24,97739,0
13329,Terry Brown,Male,30,147242,-1
13330,Mrs. Mary Yang DDS,Male,48,115110,1
13331,Brandon Rogers,Male,28,116285,0
13332,Dennis Long,Female,39,102065,1
13333,Jon Adams,Female,57,40906,0
13334,Maria Whitney DVM,Female,23,64651,1
13335,Alan Taylor,Male,28,86521,-1
13336,Matthew Mills,Female,47,110269,1
13337,David Spencer,Male,52,108998,1
13338,Pamela Bishop,Male,48,33307,0
13339,Mary Harmon,Female,57,112203,1
13340,Alison Jackson,Female,49,104178,0
13341,Thomas Peterson,Male,51,11474,1
13342,Cathy Johnson,Female,53,120609,0
13343,Joshua Cole,Male,44,39642,1
13344,Daniel White,Male,42,40769,0
13345,David Smith,Female,39,141378,0
13346,Jerry Arnold,Female,48,131137,1
13347,Kelsey Cook,Female,53,102396,0
13348,Tammy Pitts,Female,39,32125,1
13349,Bobby Wallace,Male,28,20116,1
13350,Chelsea Davis,Male,23,105304,0
13351,Nicole Williams,Female,26,109085,1
13352,Joseph Moore,Male,58,55353,1
13353,John Mitchell,Male,51,28888,0
13354,James Sanders,Male,32,35831,0
13355,Michael Reese,Female,56,23276,1
13356,Matthew Williams,Male,56,59358,0
13357,Steven Moore,Male,40,80579,1
13358,Stephen Rivera,Male,36,13000,1
13359,Mark Hughes,Female,43,74010,1
13360,Jamie Davis,Female,47,10621,1
13361,Mary Turner,Male,59,40511,0
13362,Michael Wells,Female,43,136090,1
13363,Joshua Lindsey,Male,45,12223,0
13364,Mark Sloan,Female,27,56478,1
13365,Rebecca Wallace,Female,34,60093,-1
13366,Mr. Kevin Kelly,Female,58,79380,1
13367,Michael Price,Female,56,141528,0
13368,Lauren Howell,Male,55,127551,0
13369,Vicki Davis,Male,21,145664,0
13370,Alicia Thomas,Male,37,108783,0
13371,Bruce Simpson,Female,48,75852,1
13372,Linda Rogers,Male,35,75276,0
13373,Chris Castro,Female,40,19608,0
13374,John Black,Male,54,138658,1
13375,Nicole Baker,Female,54,102988,1
13376,Spencer Howell,Male,52,118403,1
13377,Kenneth Jones,Female,47,58528,1
13378,Jennifer Thomas,Male,57,28879,0
13379,Michelle Flores,Male,56,49046,0
13380,Travis Douglas,Male,59,65389,0
13381,Mrs. Amanda Marks,Male,34,42441,0
13382,Angela Lozano,Female,29,67235,0
13383,Michael Chapman,Male,21,42387,-1
13384,Jeffrey Brooks,Female,24,147170,1
13385,Michael Green,Male,22,16147,0
13386,Tabitha Nichols,Male,47,106783,0
13387,Douglas Daniels,Female,21,67885,0
13388,Miguel Cummings,Female,55,149096,1
13389,Rebecca Davis,Female,26,43200,0
13390,Linda Miller,Male,28,122663,0
13391,Kimberly Zimmerman,Male,39,35417,0
13392,Kaylee Haynes,Male,50,137796,1
13393,Leah Gould,Male,54,52314,1
13394,Arthur Nichols,Male,55,109863,0
13395,Isaiah Brooks,Female,23,55622,0
13396,Shane Roberts,Male,43,26539,1
13397,Taylor Reyes,Male,20,90075,0
13398,Sharon Davis,Female,57,68983,1
13399,Laurie Price,Male,21,72306,0
13400,Julie Alvarez,Male,44,67092,1
13401,Robert Garcia,Female,58,26383,0
13402,Michele Zimmerman,Male,20,145710,0
13403,Lindsey Gonzales,Female,49,66409,0
13404,Tammy Ball,Female,56,127968,1
13405,David Compton,Female,50,114706,1
13406,Larry Schmidt,Female,30,107257,0
13407,Megan Barron,Female,22,81168,0
13408,Michael Fischer,Female,53,67660,1
13409,Jon Taylor,Male,55,20400,1
13410,Carolyn Townsend,Female,55,120495,0
13411,Brooke Hawkins,Female,20,120815,1
13412,Seth Hamilton,Female,36,116483,0
13413,Robert Sanchez,Female,46,56095,1
13414,Daniel Benton,Male,37,98819,0
13415,Tristan Estrada,Male,58,99243,1
13416,Lori Clay,Male,25,49535,1
13417,Stephanie Young,Female,58,133451,1
13418,Megan Flowers,Female,40,21600,0
13419,Suzanne Woods,Male,35,34723,-1
13420,Jason Johnson,Male,52,95668,1
13421,Mr. Christopher Collier,Male,26,66767,0
13422,Carl Stephens,Male,56,15845,1
13423,Deborah Camacho,Female,22,71946,0
13424,Ryan Kim,Male,37,22257,0
13425,James West,Male,45,95751,1
13426,Michelle Bailey,Male,37,132686,1
13427,Karen Williams,Male,29,63085,0
13428,Bryan Rios,Female,59,136055,-1
13429,Amy Barnes,Female,26,19409,0
13430,Michael Sanchez,Female,32,32389,1
13431,Steven Rodriguez,Female,21,104631,0
13432,Andrew Garner,Male,47,56197,0
13433,Matthew Coleman,Male,58,119191,1
13434,Leon Mitchell,Male,51,19416,0
13435,David Parsons,Female,55,132051,1
13436,Jonathan Lynch,Female,40,32849,1
13437,Robert Pena,Female,57,149057,1
13438,Matthew Elliott,Male,33,112024,1
13439,Matthew Glenn,Female,32,42645,1
13440,David Rivas,Female,56,23930,1
13441,Kevin Campbell,Male,29,35619,1
13442,Alexis Johnson,Female,40,81997,1
13443,Cynthia Wallace,Male,36,25462,0
13444,Joseph Peterson,Male,32,19310,0
13445,Wendy Brown,Male,45,40102,0
13446,Vanessa Hinton,Male,32,115524,0
13447,Zachary House,Male,44,11932,0
13448,Denise Kim,Male,45,132794,1
13449,Beth Wyatt,Female,47,116757,1
13450,Andrew Smith,Female,50,115279,1
13451,Lisa Mcdonald,Female,38,116564,0
13452,Antonio Smith,Male,49,88354,1
13453,Timothy Hawkins,Male,37,34444,1
13454,Michelle Kim,Male,49,42636,1
13455,Michelle Waters,Female,34,109714,0
13456,Catherine Lopez,Female,50,90924,0
13457,Brian Everett,Male,24,65552,1
13458,Carolyn Mason,Male,43,55503,1
13459,Chelsea Williams,Female,50,67938,1
13460,Stephen Sanchez,Male,28,145178,0
13461,Francisco Hughes,Male,26,111555,1
13462,Kendra Dixon,Female,41,130667,0
13463,Barbara Luna,Female,23,75107,1
13464,Kelly Taylor,Female,58,20974,1
13465,John Rogers,Female,48,103681,1
13466,Kimberly Harper,Male,35,78226,0
13467,Charles Foster,Male,39,66360,1
13468,Roberto Acosta,Male,45,143625,0
13469,Kimberly Bird,Female,21,45098,0
13470,Lauren Henson,Female,29,137032,0
13471,Willie Levy,Male,38,68993,1
13472,Sophia Francis,Female,24,76662,0
13473,Chad Casey,Female,41,70008,0
13474,Justin Carroll,Female,59,47183,1
13475,Jared Burke,Female,50,52434,0
13476,Lisa Jenkins,Female,41,29408,1
13477,Sandy Green,Female,29,38619,0
13478,Samuel Wiggins,Male,44,13614,1
13479,Tracy Harris,Male,21,90751,1
13480,Denise Mccarthy,Female,50,143537,0
13481,Brandon Weber,Male,42,37274,0
13482,Diana Carroll,Male,38,84550,1
13483,Robert Villanueva,Female,37,138845,0
13484,Marie Davis,Female,24,28100,-1
13485,Karina Rodgers,Female,50,28802,0
13486,Angela Fisher,Female,46,22448,1
13487,Douglas Jensen,Female,49,36983,0
13488,Lucas Walker,Male,47,41753,0
13489,Richard Howard,Male,37,89616,0
13490,Peter Douglas MD,Female,32,131838,-1
13491,Debra Robinson,Female,22,40613,0
13492,Jasmine Ortiz,Female,53,53777,0
13493,Sarah Sullivan,Male,24,27878,1
13494,Taylor Sandoval,Female,44,16604,0
13495,Kayla Carr,Male,32,53819,0
13496,Kathy Walter,Male,45,141567,1
13497,Kimberly Mcdonald,Male,49,123940,0
13498,Nicole Thomas,Male,41,148927,0
13499,Rebecca Patterson DVM,Female,29,126457,0
13500,George Ware,Male,36,94939,0
13501,Sherry Morales,Male,32,138561,0
13502,Jesse Johnson,Male,49,132640,0
13503,Emily Martin,Male,32,132061,0
13504,Robert Whitaker,Male,30,141996,1
13505,Michelle Johnson,Female,51,35747,0
13506,Sandra Pitts,Female,44,63760,-1
13507,Stephen Brewer,Female,54,128062,0
13508,Mikayla Ward,Male,22,41966,0
13509,Patrick Marshall,Male,50,135068,0
13510,Jeffery Hodge,Female,23,139601,1
13511,Crystal Vincent,Female,45,126561,1
13512,Ryan Potts,Male,50,103425,1
13513,Kathleen Walker,Female,47,21261,1
13514,Janice West,Male,28,20600,0
13515,Cory Burke,Male,27,32932,1
13516,David Carroll,Female,51,49667,1
13517,Rachel Bell,Female,49,117448,0
13518,Melody Little,Female,47,145324,0
13519,Nicholas Cameron,Male,51,93612,1
13520,James Freeman,Female,43,24365,0
13521,Alan Stewart,Female,55,104446,-1
13522,Victoria Barber,Female,34,128506,1
13523,Amanda Patterson,Female,58,75666,0
13524,Sara Gonzalez,Male,57,122939,0
13525,Belinda Bradford,Female,20,115144,0
13526,Vincent Long,Female,26,126869,0
13527,Joel Arnold,Male,34,69278,1
13528,Jesse Smith,Female,30,141561,1
13529,Janet Ferguson,Female,23,61056,1
13530,Margaret Marquez,Male,41,119559,1
13531,Christina Young,Male,47,118708,1
13532,Kevin Garcia,Male,23,24706,1
13533,Martha Brown,Female,34,89777,0
13534,Andrea Smith,Male,43,20637,0
13535,Derrick Daniels,Female,53,33535,0
13536,William Wong,Male,48,42107,1
13537,Dillon Wade,Male,55,84677,0
13538,Hannah Young,Female,51,89304,1
13539,Anthony Dickson,Male,51,81413,1
13540,Dr. Julie Johnson,Male,43,131523,0
13541,Hunter Ayala,Male,53,70868,0
13542,Daniel Johnson,Male,39,142427,1
13543,Jay Munoz,Female,55,119897,-1
13544,Lori Adams,Female,27,144422,0
13545,Craig Smith,Male,34,141408,0
13546,Thomas Johnson,Male,21,105273,0
13547,William Shepherd,Male,58,62085,0
13548,Anthony Frazier,Female,31,145013,1
13549,Jasmine Martinez,Female,59,118205,1
13550,Derrick Hunter,Male,44,23849,0
13551,Angela Carpenter,Female,58,94387,0
13552,Nicholas Logan,Female,35,67133,1
13553,Karen Smith,Male,35,75841,1
13554,Casey Matthews,Female,53,130297,0
13555,Stuart Weeks,Female,34,18196,0
13556,John Davis,Male,26,90362,1
13557,Carlos Lara,Female,42,131739,0
13558,John Edwards,Male,31,144212,0
13559,Patrick Parsons,Female,33,114546,1
13560,Amy Anthony,Male,50,124757,1
13561,Melissa Banks,Female,59,48792,1
13562,Devin Stewart,Female,33,42655,0
13563,James Phillips,Male,44,138727,0
13564,Mark Morgan MD,Female,59,116187,1
13565,Crystal Mclaughlin,Female,25,142989,1
13566,Alicia Floyd,Female,27,20222,-1
13567,Victor Snyder,Female,45,71470,0
13568,Kevin Peters,Male,42,37251,0
13569,Debbie Anderson,Female,56,61550,0
13570,Aaron Brady,Male,48,122584,0
13571,Clifford Horn,Female,33,34757,1
13572,Christopher Cross,Female,40,93420,0
13573,Patrick Williams,Female,32,82242,0
13574,Wendy Hawkins,Female,35,90334,1
13575,Jason Miller,Female,23,23516,1
13576,Richard Spears,Male,46,39352,0
13577,Jacqueline Gray PhD,Male,23,49164,0
13578,Anthony Garcia,Male,54,116481,1
13579,Mary Cox,Female,33,93646,1
